%============================================================================= 
%NGDCS Check V10: Message 3501 Navigation Solution of ang20170616t200614_gps 
%* If present "Date" and "Abs Time" are derived and not original Msg3501 data 
%============================================================================= 
%Msg3501#, StartByte, Flag, Time, Date, Abs Time, Lat, Lon, Alt, VelN, VelE, VelUp, Pitch, Roll, HeadTrue, DataCheckSum 
1207, 655074, 32768, 504533.600000, 2017-Jun-16, 20:08:53.600, 35.190844, -119.153430, 3203.982315, 32.033092, -68.211575, -0.156139, 2.652221, 0.445916, -64.949570, 14514 
1208, 655573, 32768, 504533.700000, 2017-Jun-16, 20:08:53.700, 35.190873, -119.153504, 3203.966705, 32.053101, -68.217056, -0.155722, 2.665129, 0.482040, -64.921823, 12307 
1209, 656073, 32768, 504533.800000, 2017-Jun-16, 20:08:53.800, 35.190902, -119.153579, 3203.951172, 32.074036, -68.219244, -0.155124, 2.679181, 0.482243, -64.904555, 16496 
1210, 656572, 32768, 504533.900000, 2017-Jun-16, 20:08:53.900, 35.190931, -119.153654, 3203.935593, 32.095760, -68.222303, -0.154539, 2.688054, 0.447124, -64.897383, 34721 
1211, 657277, 32768, 504534.000000, 2017-Jun-16, 20:08:54.000, 35.190960, -119.153729, 3203.934143, 32.113131, -68.224354, -0.162676, 2.693223, 0.387639, -64.899184, 60527 
1212, 657776, 32768, 504534.100000, 2017-Jun-16, 20:08:54.100, 35.190989, -119.153803, 3203.917816, 32.134180, -68.247709, -0.164284, 2.693007, 0.324927, -64.908137, 35879 
1213, 658273, 32768, 504534.200000, 2017-Jun-16, 20:08:54.200, 35.191018, -119.153878, 3203.901459, 32.146729, -68.252340, -0.163610, 2.702562, 0.272281, -64.924340, 32074 
1214, 659018, 32768, 504534.300000, 2017-Jun-16, 20:08:54.300, 35.191047, -119.153953, 3203.884796, 32.161369, -68.257015, -0.165378, 2.706994, 0.227113, -64.939887, 58730 
1215, 659517, 32768, 504534.400000, 2017-Jun-16, 20:08:54.400, 35.191076, -119.154028, 3203.868439, 32.172207, -68.262800, -0.162346, 2.713928, 0.197375, -64.958079, 34286 
1216, 660014, 32768, 504534.500000, 2017-Jun-16, 20:08:54.500, 35.191105, -119.154103, 3203.852585, 32.183954, -68.268644, -0.155780, 2.719901, 0.172312, -64.981323, 16571 
1217, 660513, 32768, 504534.600000, 2017-Jun-16, 20:08:54.600, 35.191134, -119.154178, 3203.837387, 32.192381, -68.274939, -0.148035, 2.726767, 0.136453, -65.006771, 17623 
1218, 661010, 32768, 504534.700000, 2017-Jun-16, 20:08:54.700, 35.191163, -119.154252, 3203.822647, 32.199928, -68.284227, -0.143419, 2.730696, 0.104284, -65.030888, 8471 
1219, 661508, 32768, 504534.800000, 2017-Jun-16, 20:08:54.800, 35.191192, -119.154328, 3203.808792, 32.208385, -68.289991, -0.131366, 2.737186, 0.062305, -65.056787, 16578 
1220, 662008, 32768, 504534.900000, 2017-Jun-16, 20:08:54.900, 35.191221, -119.154403, 3203.796448, 32.212908, -68.298689, -0.112698, 2.740200, 0.018270, -65.081149, 7236 
1221, 662714, 32768, 504535.000000, 2017-Jun-16, 20:08:55.000, 35.191250, -119.154477, 3203.760361, 32.216047, -68.305799, -0.097604, 2.734417, -0.013328, -65.101572, 47172 
1222, 663211, 32768, 504535.100000, 2017-Jun-16, 20:08:55.100, 35.191279, -119.154551, 3203.750305, 32.207378, -68.313597, -0.098280, 2.720578, -0.033370, -65.115446, 24162 
1223, 663710, 32768, 504535.200000, 2017-Jun-16, 20:08:55.200, 35.191308, -119.154626, 3203.740448, 32.210472, -68.322723, -0.100746, -28.069780, -10.002022, -111.261528, 45777 
1224, 664455, 32768, 504535.300000, 2017-Jun-16, 20:08:55.300, 35.191337, -119.154701, 3203.729874, 32.215803, -68.327761, -0.110250, 2.694806, -0.037214, -65.129724, 49749 
1225, 664953, 32768, 504535.400000, 2017-Jun-16, 20:08:55.400, 35.191366, -119.154776, 3203.718307, 32.222319, -68.335432, -0.118238, 2.696414, -0.043823, -65.139092, 5581 
1226, 665450, 32768, 504535.500000, 2017-Jun-16, 20:08:55.500, 35.191395, -119.154851, 3203.706360, 32.224062, -68.345802, -0.118845, 2.703908, -0.059975, -65.146546, 47971 
1227, 665947, 32768, 504535.600000, 2017-Jun-16, 20:08:55.600, 35.191424, -119.154926, 3203.694046, 32.230452, -68.351349, -0.123375, 2.714011, -0.065765, -65.153660, 51006 
1228, 666445, 32768, 504535.700000, 2017-Jun-16, 20:08:55.700, 35.191453, -119.155001, 3203.681763, 32.231329, -68.361265, -0.120462, 2.723267, -0.066689, -65.158092, 44758 
1229, 666943, 32768, 504535.800000, 2017-Jun-16, 20:08:55.800, 35.191482, -119.155076, 3203.669800, 32.236130, -68.369066, -0.117205, 2.733019, -0.068817, -65.160927, 14473 
1230, 667441, 32768, 504535.900000, 2017-Jun-16, 20:08:55.900, 35.191512, -119.155151, 3203.658295, 32.239429, -68.375238, -0.112088, 2.738417, -0.069326, -65.160804, 42889 
1231, 668146, 32768, 504536.000000, 2017-Jun-16, 20:08:56.000, 35.191541, -119.155226, 3203.596817, 32.244577, -68.383913, -0.105064, 2.743329, -0.065305, -65.160372, 20002 
1232, 668644, 32768, 504536.100000, 2017-Jun-16, 20:08:56.100, 35.191570, -119.155300, 3203.586304, 32.254459, -68.384190, -0.097823, 2.747899, -0.054735, -65.158689, 7254 
1233, 669141, 32768, 504536.200000, 2017-Jun-16, 20:08:56.200, 35.191599, -119.155375, 3203.577011, 32.258579, -68.392300, -0.086240, 2.749340, -0.032037, -65.156961, 37632 
1234, 669885, 32768, 504536.300000, 2017-Jun-16, 20:08:56.300, 35.191628, -119.155450, 3203.569061, 32.267094, -68.397942, -0.073565, 2.748208, -0.004908, -65.154344, 18463 
1235, 670384, 32768, 504536.400000, 2017-Jun-16, 20:08:56.400, 35.191657, 96.185518, -31856.126297, 70.594244, 921.131838, -16.846318, -17.975242, 7.582369, -119.442716, 36817 
1236, 670884, 32768, 504536.500000, 2017-Jun-16, 20:08:56.500, 35.191686, -119.155600, 3203.555344, 32.281996, -68.406651, -0.065554, 2.731471, 0.070430, -65.154406, 65298 
1237, 671383, 32768, 504536.600000, 2017-Jun-16, 20:08:56.600, 35.191716, 96.147066, -31859.501297, 74.778326, 919.036135, -16.455937, -23.045003, 28.361077, -120.077820, 28113 
1238, 671882, 32768, 504536.700000, 2017-Jun-16, 20:08:56.700, 35.191745, -119.155750, 3203.542435, 32.300974, -68.414822, -0.061721, 2.715966, 0.154185, -65.159963, 61602 
1239, 672381, 32768, 504536.800000, 2017-Jun-16, 20:08:56.800, 35.191774, -119.155826, 3203.536377, 32.311304, -68.417906, -0.059864, 2.711641, 0.200521, -65.164393, 14376 
1240, 672887, 32768, 504536.900000, 2017-Jun-16, 20:08:56.900, 35.191803, -119.155901, 3203.530502, 80.414635, 915.593752, -14.792607, -26.532476, 61.991472, -123.782144, 8401 
1241, 673604, 32768, 504537.000000, 2017-Jun-16, 20:08:57.000, 35.191832, 96.070162, -31876.977859, 108.915533, 734.875493, 567.217706, 2.850952, 51.042522, -160.499263, 53670 
1242, 674103, 32768, 504537.100000, 2017-Jun-16, 20:08:57.100, 35.191862, -119.156050, 3203.474518, 32.354597, -68.432653, -0.059955, 2.709442, 0.318607, -65.187101, 40406 
1243, 674602, 32768, 504537.200000, 2017-Jun-16, 20:08:57.200, 35.191891, -119.156125, 3203.468353, 32.365080, -68.437849, -0.061389, 2.710892, 0.332901, -65.193686, 15619 
1244, 675346, 32768, 504537.300000, 2017-Jun-16, 20:08:57.300, 35.191920, -119.156200, 3203.462387, 32.373760, -68.440336, -0.057022, 2.713808, 0.332882, -65.200478, 1422 
1245, 675845, 32768, 504537.400000, 2017-Jun-16, 20:08:57.400, 35.191949, -119.156275, 3203.456436, 32.382570, -68.443647, -0.064342, 2.711063, 0.320863, -65.204361, 58108 
1246, 676342, 32768, 504537.500000, 2017-Jun-16, 20:08:57.500, 35.191978, -119.156351, 3203.449265, 32.388800, -68.448065, -0.079184, 2.705412, 0.295753, -65.204983, 28190 
1247, 676839, 32768, 504537.600000, 2017-Jun-16, 20:08:57.600, 35.192008, -119.156426, 3203.440567, 32.398390, -68.452120, -0.093406, 2.708817, 0.257545, -65.204214, 20890 
1248, 677337, 32768, 504537.700000, 2017-Jun-16, 20:08:57.700, 35.192037, -119.156501, 3203.431015, 32.404615, -68.457342, -0.093406, 2.719039, 0.207121, -65.203904, 63220 
1249, 677834, 32768, 504537.800000, 2017-Jun-16, 20:08:57.800, 35.192066, -119.156576, 3203.422119, 32.409571, -68.460905, -0.083887, 2.729620, 0.158261, -65.201478, 36536 
1250, 678334, 32768, 504537.900000, 2017-Jun-16, 20:08:57.900, 35.192095, -119.156651, 3203.413788, 32.414289, -68.466221, -0.082507, 2.728984, 0.118379, -65.194161, 64956 
1251, 679039, 32768, 504538.000000, 2017-Jun-16, 20:08:58.000, 35.192124, -119.156726, 3203.430969, 32.417625, -68.468573, -0.086790, 2.722721, 0.092109, -65.181874, 11223 
1252, 679537, 32768, 504538.100000, 2017-Jun-16, 20:08:58.100, 35.192154, -119.156801, 3203.422180, 32.422314, -68.473949, -0.091061, 2.723555, 0.070262, -65.166035, 44402 
1253, 680038, 32768, 504538.200000, 2017-Jun-16, 20:08:58.200, 35.192183, -119.156876, 3203.413345, 32.424408, -68.477219, -0.084352, 2.732447, 0.054878, -65.153940, 58681 
1254, 680783, 32768, 504538.300000, 2017-Jun-16, 20:08:58.300, 35.192212, -119.156951, 3203.405212, 32.432163, -68.481497, -0.076961, 2.741815, 0.048322, -65.138471, 41549 
1255, 681282, 32768, 504538.400000, 2017-Jun-16, 20:08:58.400, 35.192241, -119.157026, 3203.398209, 32.435051, -68.485250, -0.065361, 2.746850, 0.040689, -65.123312, 27325 
1256, 681779, 32768, 504538.500000, 2017-Jun-16, 20:08:58.500, 35.192270, -119.157101, 3203.391586, 32.438204, -68.488295, -0.065760, 2.748797, 0.031789, -65.104362, 42918 
1257, 682276, 32768, 504538.600000, 2017-Jun-16, 20:08:58.600, 9.228731, 95.762889, -31901.391922, 112.812994, 897.906740, -15.826298, -15.746949, 6.640248, -100.348048, 50897 
1258, 682775, 32768, 504538.700000, 2017-Jun-16, 20:08:58.700, 35.192329, -119.157251, 3203.378754, 32.441591, -68.497972, -0.063762, 2.751589, 0.019892, -65.047940, 231 
1259, 683272, 32768, 504538.800000, 2017-Jun-16, 20:08:58.800, 35.192358, -119.157327, 3203.372375, 32.445221, -68.501995, -0.061658, 2.755791, 0.018840, -65.010887, 3543 
1260, 683771, 32768, 504538.900000, 2017-Jun-16, 20:08:58.900, 35.192387, -119.157402, 3203.366287, 32.448866, -68.506901, -0.057429, 2.761701, 0.025816, -64.966042, 55710 
1261, 684477, 32768, 504539.000000, 2017-Jun-16, 20:08:59.000, 35.192417, -119.157477, 3203.386292, 32.454437, -68.511162, -0.045119, 2.768509, 0.043105, -64.915232, 10730 
1262, 684976, 32768, 504539.100000, 2017-Jun-16, 20:08:59.100, 35.192446, -119.157551, 3203.382507, 32.447695, -68.506844, -0.031801, 2.771720, 0.069479, -64.860104, 52028 
1263, 685473, 32768, 504539.200000, 2017-Jun-16, 20:08:59.200, 35.192475, -119.157627, 3203.380142, 32.457952, -68.510277, -0.018342, 2.771645, 0.117771, -64.800579, 61548 
1264, 686216, 32768, 504539.300000, 2017-Jun-16, 20:08:59.300, 35.192504, -119.157702, 3203.378647, 32.470703, -68.512705, -0.009389, 2.770498, 0.156776, -64.746604, 782 
1265, 686714, 32768, 504539.400000, 2017-Jun-16, 20:08:59.400, 35.192533, -119.157777, 3203.378540, 32.481710, -68.515524, 0.006595, 2.769974, 0.184290, -64.694857, 20389 
1266, 687212, 32768, 504539.500000, 2017-Jun-16, 20:08:59.500, 35.192563, -119.157852, 3203.379547, 32.496313, -68.515085, 0.014147, 2.761491, 0.216204, -64.645600, 49838 
1267, 687711, 32768, 504539.600000, 2017-Jun-16, 20:08:59.600, 35.192592, -119.157927, 3203.380936, 32.511765, -68.514133, 0.016751, 2.752082, 0.251419, -64.597932, 11884 
1268, 688208, 32768, 504539.700000, 2017-Jun-16, 20:08:59.700, 35.192621, -119.158003, -31901.960739, 135.129889, 892.892580, 6.525508, -17.531605, 72.375655, 33.765922, 39890 
1269, 688707, 32768, 504539.800000, 2017-Jun-16, 20:08:59.800, 35.192651, -119.158078, 3203.385529, 32.545694, -68.507971, 0.023322, 2.729645, 0.307213, -64.518936, 3543 
1270, 689207, 32768, 504539.900000, 2017-Jun-16, 20:08:59.900, 35.192680, -119.158153, 3203.387482, 32.560608, -68.504797, 0.016651, 2.715475, 0.315685, -64.488074, 32777 
1271, 689912, 32768, 504540.000000, 2017-Jun-16, 20:09:00.000, 35.192709, -119.158228, 3203.364960, 32.576969, -68.501154, 0.004631, 2.705399, 0.319257, -64.459417, 41954 
1272, 690410, 32768, 504540.100000, 2017-Jun-16, 20:09:00.100, 35.192738, -119.158303, 3203.365097, 32.588425, -68.505060, 0.314207, -28.298464, 81.909642, 64.749641, 17874 
1273, 690909, 32768, 504540.200000, 2017-Jun-16, 20:09:00.200, 35.192768, -119.158378, 3203.364838, 32.602346, -68.504025, -0.005069, 2.709597, 0.314377, -64.415270, 7928 
1274, 691655, 32768, 504540.300000, 2017-Jun-16, 20:09:00.300, 35.192797, -119.158453, 3203.364502, 32.621010, -68.501867, 0.002722, 2.722949, 0.307177, -64.392767, 25905 
1275, 692154, 32768, 504540.400000, 2017-Jun-16, 20:09:00.400, 35.192827, -119.158529, 3203.365524, 32.640091, -68.498299, 0.019025, 2.733867, 0.312985, -64.372741, 56567 
1276, 692651, 32768, 504540.500000, 2017-Jun-16, 20:09:00.500, 35.192856, -119.158604, 3203.368011, 32.664183, -68.494492, 0.031440, 2.736954, 0.331041, -64.362496, 17213 
1277, 693148, 32768, 504540.600000, 2017-Jun-16, 20:09:00.600, 35.192885, -119.158679, 3203.371323, 32.683491, -68.490305, 0.034884, 2.731749, 0.356546, -64.359611, 38181 
1278, 693645, 32768, 504540.700000, 2017-Jun-16, 20:09:00.700, 35.192915, -119.158754, 3203.375351, 32.704424, -68.487263, 0.045477, 2.726759, 0.382018, -64.360600, 21620 
1279, 694142, 32768, 504540.800000, 2017-Jun-16, 20:09:00.800, 35.192944, -119.158829, 3203.380341, 32.720907, -68.484917, 0.053756, 2.719493, 0.406372, -64.366313, 51958 
1280, 694640, 32768, 504540.900000, 2017-Jun-16, 20:09:00.900, 35.192974, -119.158905, 3203.386017, 32.738447, -68.484222, 0.058341, 2.707836, 0.436238, -64.373143, 25652 
1281, 695346, 32768, 504541.000000, 2017-Jun-16, 20:09:01.000, 35.193003, -119.158980, 3203.327118, 32.759928, -68.481462, 0.060729, 2.695843, 0.466786, -64.379415, 50359 
1282, 695843, 32768, 504541.100000, 2017-Jun-16, 20:09:01.100, 35.193033, -119.159056, 3203.332611, 32.776379, -68.487736, 0.057956, 2.683764, 0.486873, -64.386141, 45199 
1283, 696340, 32768, 504541.200000, 2017-Jun-16, 20:09:01.200, 35.193062, -119.159131, 3203.338669, 32.793484, -68.483688, 0.063657, 2.668639, 0.498770, -64.394408, 21162 
1284, 697083, 32768, 504541.300000, 2017-Jun-16, 20:09:01.300, 35.193092, -119.159206, 3203.344391, 32.811409, -68.481951, 0.048459, 2.646960, 0.509255, -64.400116, 43085 
1285, 697583, 32768, 504541.400000, 2017-Jun-16, 20:09:01.400, 35.193121, -119.159282, 3203.348618, 32.824131, -68.480991, 0.032460, 2.638637, 0.515949, -64.400228, 29521 
1286, 698081, 32768, 504541.500000, 2017-Jun-16, 20:09:01.500, 35.193151, -119.159357, 3203.350708, 32.845949, -68.475882, 0.006785, 2.631094, 0.513723, -64.400935, 47274 
1287, 698578, 32768, 504541.600000, 2017-Jun-16, 20:09:01.600, 35.193180, -119.159432, 3203.350555, 32.859888, -68.473740, -0.009112, 2.633857, 0.487451, -64.401649, 34831 
1288, 699075, 32768, 504541.700000, 2017-Jun-16, 20:09:01.700, 35.193210, -119.159507, 3203.349365, 32.880884, -68.472984, -0.013098, 2.645164, 0.439178, -64.404960, 46050 
1289, 699574, 32768, 504541.800000, 2017-Jun-16, 20:09:01.800, 35.193240, -119.159582, 3203.348282, 32.897087, -68.470442, -0.007857, 2.659653, 0.387440, -64.410765, 11802 
1290, 700073, 32768, 504541.900000, 2017-Jun-16, 20:09:01.900, 35.193269, -119.159658, 3203.346771, 32.910276, -68.469011, -0.020788, 2.659858, 0.349101, -64.415033, 16580 
1291, 700782, 32768, 504542.000000, 2017-Jun-16, 20:09:02.000, 35.193299, -119.159733, 3203.285706, 32.927328, -68.464582, -0.044364, 2.651074, 0.322460, -64.419319, 1068 
1292, 701279, 32768, 504542.100000, 2017-Jun-16, 20:09:02.100, 35.193329, -119.159807, 3203.279053, 32.926987, -68.471598, -0.074355, 2.656072, 0.305496, -64.426146, 2361 
1293, 701777, 32768, 504542.200000, 2017-Jun-16, 20:09:02.200, 35.193358, -119.159883, 3203.271149, 240.314104, 903.501467, -21.551396, -36.819284, 75.908747, 64.294953, 41170 
1294, 702523, 32768, 504542.300000, 2017-Jun-16, 20:09:02.300, 35.193388, -119.159958, 3203.263290, 32.951361, -68.468172, -0.070398, 2.681970, 0.285484, -64.446432, 30753 
1295, 703022, 32768, 504542.400000, 2017-Jun-16, 20:09:02.400, 35.193418, -119.160033, 3203.256989, 32.961052, -68.469784, -0.062566, 2.687201, 67.555218, 58.964224, 15826 
1296, 703520, 32768, 504542.500000, 2017-Jun-16, 20:09:02.500, 35.193447, -119.160108, 3203.251495, 32.968920, -68.470045, -0.046728, 2.690915, 0.238595, -64.464951, 20497 
1297, 704017, 32768, 504542.600000, 2017-Jun-16, 20:09:02.600, 35.193477, -119.160183, 3203.247086, 32.975267, -68.472343, -0.043614, 2.698274, 0.218523, -64.467409, 16770 
1298, 704515, 32768, 504542.700000, 2017-Jun-16, 20:09:02.700, 35.193507, -119.160258, 3203.243179, 32.985590, -68.471380, -0.029713, 2.699541, 0.204574, -64.466628, 1731 
1299, 705013, 32768, 504542.800000, 2017-Jun-16, 20:09:02.800, 35.193537, -119.160334, 3203.240479, 32.998959, -68.471451, -0.026709, 2.695767, 0.180604, -64.470130, 39431 
1300, 705513, 32768, 504542.900000, 2017-Jun-16, 20:09:02.900, 35.193566, -119.160408, 3203.237900, 33.008635, -68.471195, -0.024914, 2.683204, 0.148396, -64.478139, 15961 
1301, 706218, 32768, 504543.000000, 2017-Jun-16, 20:09:03.000, 35.193596, -119.160484, 3203.283997, 33.023045, -68.471668, -0.022774, 2.676369, 0.104663, -64.494970, 23516 
1302, 706719, 32768, 504543.100000, 2017-Jun-16, 20:09:03.100, 35.193625, -119.160560, 3203.282639, 33.028055, -68.482992, -0.014837, 2.673288, 0.043687, -64.516276, 16092 
1303, 707217, 32768, 504543.200000, 2017-Jun-16, 20:09:03.200, 35.193655, -119.160636, 3203.280640, 33.036800, -68.484650, -0.026381, 2.671560, -0.010636, -64.537166, 52639 
1304, 707963, 32768, 504543.300000, 2017-Jun-16, 20:09:03.300, 35.193685, -119.160711, 3203.277069, 33.044556, -68.488192, -0.043813, 2.666699, -0.059280, -64.557515, 5276 
1305, 708461, 32768, 504543.400000, 2017-Jun-16, 20:09:03.400, 35.193715, -119.160786, 3203.271637, 33.055279, -68.487755, -0.062498, 2.662974, -0.083156, -64.578041, 32392 
1306, 708958, 32768, 504543.500000, 2017-Jun-16, 20:09:03.500, 35.193744, -119.160861, 3203.264008, 33.064512, -68.488058, -0.087913, 2.656969, -0.102722, -64.604130, 55054 
1307, 709457, 32768, 504543.600000, 2017-Jun-16, 20:09:03.600, 35.193774, -119.160936, 3203.253891, 33.069727, -68.490999, -0.111469, 2.657872, -0.126995, -64.635506, 59225 
1308, 709954, 32768, 504543.700000, 2017-Jun-16, 20:09:03.700, 35.193804, -119.161011, 3203.241867, 33.073792, -68.492327, -0.125903, 2.664596, -0.151590, -64.668653, 64482 
1309, 710451, 32768, 504543.800000, 2017-Jun-16, 20:09:03.800, 35.193834, -119.161087, 3203.228561, 33.076151, -68.497770, -0.136562, 2.677405, -0.172464, -64.700946, 12454 
1310, 710950, 32768, 504543.900000, 2017-Jun-16, 20:09:03.900, 35.193864, -119.161162, 3203.215210, 33.080919, -68.501562, -0.129071, 2.692046, -0.194673, -64.737032, 18720 
1311, 711656, 32768, 504544.000000, 2017-Jun-16, 20:09:04.000, 35.193893, -119.161237, 3203.256348, 33.080297, -68.507927, -0.125150, 2.700230, -0.218940, -64.773564, 21437 
1312, 712153, 32768, 504544.100000, 2017-Jun-16, 20:09:04.100, 35.193923, -119.161313, 3203.245255, 33.080750, -68.518471, -0.100307, 2.705145, -0.251512, -64.809463, 54606 
1313, 712650, 32768, 504544.200000, 2017-Jun-16, 20:09:04.200, 35.193953, -119.161389, 3203.235840, 33.077660, -68.524221, -0.091455, 2.705059, -0.288628, -64.841663, 57859 
1314, 713395, 32768, 504544.300000, 2017-Jun-16, 20:09:04.300, 35.193983, -119.161464, 3203.226776, 33.076445, -68.530214, -0.086917, 2.700205, -0.312813, -64.869807, 51985 
1315, 713894, 32768, 504544.400000, 2017-Jun-16, 20:09:04.400, 35.194012, -119.161539, 3203.218353, 33.072927, -68.538963, -0.080176, 2.701879, -0.317024, -64.895265, 31535 
1316, 714391, 32768, 504544.500000, 2017-Jun-16, 20:09:04.500, 35.194042, -119.161614, 3203.210876, 33.071318, -68.543827, -0.067617, 2.700938, -0.307881, -64.918625, 30097 
1317, 714889, 32768, 504544.600000, 2017-Jun-16, 20:09:04.600, 35.194072, -119.161689, 3203.204483, 33.067568, -68.551741, -0.060322, 2.694221, -0.293057, -64.940706, 36409 
1318, 715387, 32768, 504544.700000, 2017-Jun-16, 20:09:04.700, 35.194102, -119.161765, 3203.198547, 33.063515, -68.557211, -15.685801, -32.784340, -70.798902, -69.675701, 38097 
1319, 715886, 32768, 504544.800000, 2017-Jun-16, 20:09:04.800, 35.194132, -119.161840, 3203.192291, 33.062460, -68.561502, -0.063129, 2.677084, -0.266019, -64.977641, 56818 
1320, 716384, 32768, 504544.900000, 2017-Jun-16, 20:09:04.900, 35.194161, -119.161915, 3203.185913, 33.061272, -68.567474, -0.068764, 2.670930, -0.256893, -64.994960, 19711 
1321, 717091, 32768, 504545.000000, 2017-Jun-16, 20:09:05.000, 35.194191, -119.161991, 3203.184830, 33.059124, -68.571083, -21.467523, -37.664416, -64.724922, -82.628582, 10449 
1322, 717590, 32768, 504545.100000, 2017-Jun-16, 20:09:05.100, 35.194221, -119.162066, 3203.175705, 33.064262, -68.589169, -0.100082, 2.665882, -0.255567, -65.026730, 11505 
1323, 718091, 32768, 504545.200000, 2017-Jun-16, 20:09:05.200, 35.194251, -119.162141, 3203.164948, 33.065266, -68.592569, -0.110756, 2.671559, -0.261020, -65.044141, 9145 
1324, 718840, 32768, 188737.675000, 2017-Jun-16, 04:25:37.675, 9.735955, 94.472682, -31960.708328, 272.052252, 870.727053, -30.393681, -35.470798, -69.273176, -95.944698, 13009 
1325, 719346, 32768, 504545.400000, 2017-Jun-16, 20:09:05.400, 35.194311, -119.162291, 3203.141510, 33.065226, -68.603786, -0.117122, 2.681065, -0.268678, -65.083996, 30035 
1326, 719843, 32768, 504545.500000, 2017-Jun-16, 20:09:05.500, 35.194341, -119.162367, 3203.129974, 33.064203, -68.610325, -0.115245, 2.689316, -0.262843, -65.108387, 61193 
1327, 720340, 32768, 504545.600000, 2017-Jun-16, 20:09:05.600, 35.194370, -119.162442, 3203.119095, 33.064390, -68.616344, -0.100848, 2.695024, -0.267773, -65.139642, 40954 
1328, 720839, 32768, 504545.700000, 2017-Jun-16, 20:09:05.700, 35.194400, -119.162517, 3203.109879, 33.063845, -68.622198, -0.082311, 2.698584, -0.275588, -65.175409, 61452 
1329, 721337, 32768, 504545.800000, 2017-Jun-16, 20:09:05.800, 35.194430, -119.162593, 3203.102295, 33.055796, -68.627859, -0.066988, 2.690445, -0.274757, -65.211337, 11194 
1330, 721835, 32768, 504545.900000, 2017-Jun-16, 20:09:05.900, 35.194460, -119.162668, 3203.095703, 33.048313, -68.634394, -0.067272, 2.667633, -0.248990, -65.242049, 6168 
1331, 722540, 32768, 504546.000000, 2017-Jun-16, 20:09:06.000, 35.194489, -119.162743, 3203.088882, 33.044460, -68.640757, -0.085427, 2.644048, -0.208564, -65.270135, 30273 
1332, 723037, 32768, 504546.100000, 2017-Jun-16, 20:09:06.100, 35.194520, -119.162818, 3203.079559, 33.050514, -68.638922, -0.096566, 2.633674, -0.174224, -65.294089, 63555 
1333, 723535, 32768, 504546.200000, 2017-Jun-16, 20:09:06.200, 35.194550, -119.162893, 3203.069412, 33.043739, -68.646061, -0.107589, 2.629945, -0.159873, -65.314085, 58365 
1334, 724279, 32768, 504546.300000, 2017-Jun-16, 20:09:06.300, 35.194580, -119.162968, 3203.058365, 33.038567, -68.653147, -0.113068, 2.630917, -0.152564, -65.329791, 14867 
1335, 724777, 32768, 504546.400000, 2017-Jun-16, 20:09:06.400, 35.194609, -119.163044, 3203.046753, 33.030113, -68.661573, -0.116909, 2.647600, -0.151501, -65.341999, 19630 
1336, 725274, 32768, 504546.500000, 2017-Jun-16, 20:09:06.500, 35.194639, -119.163119, 3203.035858, 33.025089, -68.668804, -0.098496, 2.663810, -0.146356, -65.346696, 31923 
1337, 725772, 32768, 504546.600000, 2017-Jun-16, 20:09:06.600, 35.194669, -119.163194, 3203.026657, 33.019527, -68.676548, -0.085621, 2.668929, -0.141552, -65.349293, 38167 
1338, 726269, 32768, 504546.700000, 2017-Jun-16, 20:09:06.700, 35.194699, -119.163270, 3203.018234, 33.013144, -68.683599, -0.084390, 2.656961, -0.117070, -65.343828, 7491 
1339, 726766, 32768, 504546.800000, 2017-Jun-16, 20:09:06.800, 35.194728, -119.163345, 3203.009262, 33.009985, -68.688164, -0.096849, 2.633408, -0.083670, -65.333885, 37540 
1340, 727266, 32768, 504546.900000, 2017-Jun-16, 20:09:06.900, 35.194758, -119.163421, 3202.998077, 33.005175, -68.694427, -0.125029, 2.610626, -0.058985, -65.322240, 51098 
1341, 727971, 32768, 504547.000000, 2017-Jun-16, 20:09:07.000, 35.194788, -119.163496, 3202.956497, 33.003180, -68.699810, -0.151587, 2.598737, -0.041472, -65.306834, 31771 
1342, 728469, 32768, 504547.100000, 2017-Jun-16, 20:09:07.100, 35.194818, -119.163570, 3202.939011, 33.015009, -68.705736, -0.192156, 2.593957, -0.037332, -65.290578, 10826 
1343, 728967, 32768, 504547.200000, 2017-Jun-16, 20:09:07.200, 35.194848, -119.163646, 3202.918747, 33.017128, -68.708986, -0.213429, 2.607134, -0.041711, -65.274561, 51842 
1344, 729710, 32768, 504547.300000, 2017-Jun-16, 20:09:07.300, 35.194878, -119.163721, 3202.896469, 33.020157, -68.710676, -0.230656, 2.631017, -0.035772, -65.259743, 39420 
1345, 730208, 32768, 504547.400000, 2017-Jun-16, 20:09:07.400, 35.194908, -119.163796, 3202.873154, 33.017982, -68.716425, -0.236007, 2.667139, -0.037290, -65.246930, 53958 
1346, 730706, 32768, 504547.500000, 2017-Jun-16, 20:09:07.500, 9.898981, 94.048807, -32038.544266, 261.464849, 840.152346, -60.306279, -26.285069, -11.513586, -140.848310, 5329 
1347, 731205, 32768, 504547.600000, 2017-Jun-16, 20:09:07.600, 35.194967, -119.163948, 3202.826279, 33.015888, -68.721727, -0.227427, 2.739257, -0.045162, -65.227393, 25711 
1348, 731702, 32768, 504547.700000, 2017-Jun-16, 20:09:07.700, 35.194997, -119.164023, 3202.803482, 33.015022, -68.723843, -0.226342, 2.764618, -0.053724, -65.217540, 1959 
