%============================================================================= 
%NGDCS Check V10: Message 3501 Navigation Solution of ang20170616t200614_gps 
%* If present "Date" and "Abs Time" are derived and not original Msg3501 data 
%============================================================================= 
%Msg3501#, StartByte, Flag, Time, Date, Abs Time, Lat, Lon, Alt, VelN, VelE, VelUp, Pitch, Roll, HeadTrue, DataCheckSum 
645, 349617, 32768, 504477.400000, 2017-Jun-16, 20:07:57.400, 35.174274, -119.111050, 3204.213470, 33.986408, -71.179682, 0.195781, 2.671477, -0.020875, -65.407044, 13949 
646, 350115, 32768, 504477.500000, 2017-Jun-16, 20:07:57.500, 35.174304, -119.111128, 3204.233200, 33.977461, -71.172194, 0.197471, 2.658761, -0.009011, -65.437655, 20964 
647, 350612, 32768, 504477.600000, 2017-Jun-16, 20:07:57.600, 35.174335, -119.111206, 3204.253311, 33.974810, -71.160763, 0.206272, 2.650209, 0.013821, -65.473145, 313 
648, 351110, 32768, 504477.700000, 2017-Jun-16, 20:07:57.700, 35.174365, -119.111284, 3204.274155, 33.969545, -71.150131, 0.208846, 2.640965, 0.026778, -65.518607, 48268 
649, 351607, 32768, 504477.800000, 2017-Jun-16, 20:07:57.800, 35.174396, -119.111362, 3204.295273, 33.960009, -71.140421, 0.211451, 2.623833, 0.038449, -65.570242, 27987 
650, 352106, 32768, 504477.900000, 2017-Jun-16, 20:07:57.900, 35.174427, -119.111440, 3204.315872, 33.954239, -71.130655, 0.199522, 2.605853, 0.042905, -65.629394, 19484 
651, 352811, 32768, 504478.000000, 2017-Jun-16, 20:07:58.000, 35.174457, -119.111518, 3204.335892, 33.941259, -71.120813, 0.185131, 2.587055, 0.045624, -65.692151, 39098 
652, 353308, 32768, 504478.100000, 2017-Jun-16, 20:07:58.100, 35.174488, -119.111595, 3204.353867, 33.945965, -71.103392, 0.171736, 2.575066, 0.051205, -65.754789, 17415 
653, 353805, 32768, 504478.200000, 2017-Jun-16, 20:07:58.200, 35.174519, -119.111673, 3204.370407, 33.930779, -71.096491, 0.159872, 2.568440, 0.047556, -65.813686, 58527 
654, 354549, 32768, 504478.300000, 2017-Jun-16, 20:07:58.300, 35.174550, -119.111752, 3204.385498, 33.916956, -71.089783, 0.141917, 2.561310, 0.026886, -65.870144, 27885 
655, 355047, 32768, 504478.400000, 2017-Jun-16, 20:07:58.400, 35.174580, -119.111829, 3204.399155, 33.900784, -71.081896, 0.133512, 2.561069, -0.015371, -65.925965, 16464 
656, 355544, 32768, 504478.500000, 2017-Jun-16, 20:07:58.500, 35.174611, -119.111907, 3204.411743, 33.883127, -71.075890, 0.118323, 2.560989, -0.069619, -65.975645, 28709 
657, 356042, 32768, 504478.600000, 2017-Jun-16, 20:07:58.600, 35.174641, -119.111985, 3204.423080, 33.865593, -71.068165, 0.109286, 2.562791, -0.117276, -66.019164, 46314 
658, 356540, 32768, 504478.700000, 2017-Jun-16, 20:07:58.700, 35.174672, -119.112063, 3204.433594, 33.846504, -71.062799, 0.099770, 2.565808, -0.160109, -66.057315, 3401 
659, 357038, 32768, 504478.800000, 2017-Jun-16, 20:07:58.800, 35.174702, -119.112141, 3204.443222, 33.825979, -71.058096, 0.094693, 2.566639, -0.191470, -66.089026, 28603 
660, 357537, 32768, 504478.900000, 2017-Jun-16, 20:07:58.900, 35.174733, -119.112219, 3204.452148, 33.802683, -71.053120, 0.086040, 2.568831, -0.209465, -66.112605, 56782 
661, 358243, 32768, 504479.000000, 2017-Jun-16, 20:07:59.000, 35.174763, -119.112297, 3204.443100, 33.780218, -71.049955, 0.083302, 2.568273, -0.218285, -66.126859, 18960 
662, 358741, 32768, 504479.100000, 2017-Jun-16, 20:07:59.100, 35.174794, -119.112375, 3204.451813, 33.766153, -71.051268, 0.086182, 2.564449, -0.209875, -66.130822, 63201 
663, 359239, 32768, 504479.200000, 2017-Jun-16, 20:07:59.200, 35.174824, -119.112453, 3204.460266, 33.747227, -71.044912, 0.082650, 2.561379, -0.202259, -66.129870, 57448 
664, 359983, 32768, 504479.300000, 2017-Jun-16, 20:07:59.300, 4.762789, 107.192061, -31624.161453, 441.668463, 245.759279, 19.193965, -63.918457, -46.682153, -7.517889, 29392 
665, 360482, 32768, 504479.400000, 2017-Jun-16, 20:07:59.400, 35.174885, -119.112609, 3204.475601, 33.706858, -71.033546, 0.075679, 2.566746, -0.159445, -66.111239, 43413 
666, 360979, 32768, 504479.500000, 2017-Jun-16, 20:07:59.500, 35.174915, -119.112687, 3204.483078, 33.684177, -71.030579, 0.074430, 2.570166, -0.136529, -66.091562, 23310 
667, 361477, 32768, 504479.600000, 2017-Jun-16, 20:07:59.600, 35.174946, -119.112765, 3204.490662, 33.666428, -71.022604, 0.075233, 2.571719, -0.110498, -66.064607, 7409 
668, 361976, 32768, 504479.700000, 2017-Jun-16, 20:07:59.700, 35.174976, -119.112843, 3204.497620, 33.648335, -71.017742, 0.067437, 2.570247, -0.078082, -66.031870, 38821 
669, 362473, 32768, 504479.800000, 2017-Jun-16, 20:07:59.800, 35.175006, -119.112921, 3204.503922, 33.631363, -71.011324, 0.059157, 2.571598, -0.032841, -65.991258, 47176 
670, 362971, 32768, 504479.900000, 2017-Jun-16, 20:07:59.900, 35.175037, -119.112998, 3204.509216, 33.620174, -71.003139, 0.048843, 2.576022, 0.021497, -65.948719, 6939 
671, 363681, 32768, 504480.000000, 2017-Jun-16, 20:08:00.000, 35.175067, -119.113076, 3204.434586, 33.608229, -70.996449, 0.042952, 2.583229, 18.336468, 48.271694, 30673 
672, 364181, 32768, 504480.100000, 2017-Jun-16, 20:08:00.100, 35.175098, -119.113154, 3204.438049, 33.605070, -70.992596, 0.033122, 2.590289, 0.116509, -65.862797, 6140 
673, 364679, 32768, 504480.200000, 2017-Jun-16, 20:08:00.200, 35.175128, -119.113232, 3204.441345, 33.598204, -70.983101, 0.030466, 2.592864, 0.165384, -65.819117, 11778 
674, 365422, 32768, 504480.300000, 2017-Jun-16, 20:08:00.300, 35.175158, -119.113310, 3204.444260, 33.588739, -70.973318, 0.026657, 2.585467, 0.209800, -65.775481, 788 
675, 365920, 32768, 504480.400000, 2017-Jun-16, 20:08:00.400, 35.175188, -119.113388, 3204.446243, 33.581881, -70.964069, 0.013418, 2.575159, 0.253276, -65.731576, 48001 
676, 366417, 32768, 504480.500000, 2017-Jun-16, 20:08:00.500, 35.175219, -119.113466, 3204.447327, 33.578997, -70.953133, 0.010676, 2.567663, 0.296823, -65.686762, 16168 
677, 366915, 32768, 504480.600000, 2017-Jun-16, 20:08:00.600, 35.175249, 106.930222, -31629.290359, 402.907232, 270.400881, 1.514034, -63.845673, 88.961320, 115.689898, 6609 
678, 367414, 32768, 504480.700000, 2017-Jun-16, 20:08:00.700, 35.175279, -119.113622, 3204.448410, 33.572668, -70.932014, 0.002546, 2.552139, 0.385174, -65.598802, 37663 
679, 367911, 32768, 504480.800000, 2017-Jun-16, 20:08:00.800, 35.175309, -119.113699, 3204.448364, 33.572140, -70.921980, -0.003593, 2.543856, 0.419499, -65.557234, 37039 
680, 368409, 32768, 504480.900000, 2017-Jun-16, 20:08:00.900, 35.175340, -119.113777, 3204.447937, 33.570736, -70.909969, -0.005394, 2.533820, 0.445869, -65.516834, 23741 
681, 369116, 32768, 504481.000000, 2017-Jun-16, 20:08:01.000, 35.175370, -119.113855, 3204.361099, 33.573069, -70.899427, -0.010539, 2.524684, 0.471575, -65.476726, 19004 
682, 369613, 32768, 504481.100000, 2017-Jun-16, 20:08:01.100, 35.175401, -119.113932, 3204.359238, 33.584272, -70.881195, -0.020517, 2.515706, 0.507585, -65.437592, 1366 
683, 370110, 32768, 504481.200000, 2017-Jun-16, 20:08:01.200, 35.175431, -119.114010, 3204.357117, 33.589611, -70.867689, -0.020645, 2.507380, 0.541877, -65.401254, 31994 
684, 370859, 32768, 172353.675000, 2017-Jun-16, 23:52:33.675, 4.918064, 106.793420, -31653.059891, 408.547857, 293.379885, -4.455937, -79.594681, 150.060325, -174.638844, 49105 
685, 371365, 32768, 504481.400000, 2017-Jun-16, 20:08:01.400, 35.175491, -119.114166, 3204.353470, 33.603514, -70.839746, -0.014222, 2.499640, 0.627131, -65.345404, 31562 
686, 371862, 32768, 504481.500000, 2017-Jun-16, 20:08:01.500, 35.175522, -119.114244, 3204.351898, 33.611652, -70.826548, -0.018937, 2.496352, 0.651495, -65.328805, 32715 
687, 372359, 32768, 504481.600000, 2017-Jun-16, 20:08:01.600, 35.175552, -119.114321, 3204.349854, 33.615570, -70.811495, -0.021452, 2.498446, 0.661027, -65.316721, 4240 
688, 372856, 32768, 504481.700000, 2017-Jun-16, 20:08:01.700, 35.175582, -119.114399, 3204.347397, 33.622061, -70.797493, -0.027407, 2.498294, 0.670611, -65.306320, 26081 
689, 373353, 32768, 504481.800000, 2017-Jun-16, 20:08:01.800, 35.175613, -119.114477, 3204.344849, 33.626495, -70.784124, -0.024710, 2.500734, 0.673816, -65.297539, 34373 
690, 373851, 32768, 504481.900000, 2017-Jun-16, 20:08:01.900, 35.175643, -119.114554, 3204.342514, 33.632814, -70.768263, -0.021786, 2.500526, 0.666413, -65.292258, 36321 
691, 374556, 32768, 504482.000000, 2017-Jun-16, 20:08:02.000, 35.175673, -119.114632, 3204.308243, 33.638130, -70.753511, -0.024171, 2.502024, 0.650356, -65.286940, 7289 
692, 375053, 32768, 504482.100000, 2017-Jun-16, 20:08:02.100, 35.175704, -119.114709, 3204.305618, 33.642973, -70.728477, -0.027243, 2.504673, 0.634280, -65.284793, 46314 
693, 375551, 32768, 504482.200000, 2017-Jun-16, 20:08:02.200, 35.175734, -119.114787, 3204.302902, 33.650402, -70.713688, -0.026798, 2.510433, 0.615762, -65.283826, 35202 
694, 376298, 32768, 504482.300000, 2017-Jun-16, 20:08:02.300, 35.175764, -119.114864, 3204.300156, 33.655512, -70.698545, -0.025297, 2.521128, 0.600392, -152.627348, 6353 
695, 376798, 32768, 504482.400000, 2017-Jun-16, 20:08:02.400, 35.175795, -119.114942, 3204.297836, 33.663622, -70.683741, -0.020491, 2.534199, 0.585815, -65.288019, 43269 
696, 377296, 32768, 504482.500000, 2017-Jun-16, 20:08:02.500, 35.175825, -119.115019, 3204.296371, 33.669733, -70.668776, -0.009206, 2.548676, 0.564116, -65.297507, 4895 
697, 377794, 32768, 504482.600000, 2017-Jun-16, 20:08:02.600, 35.175855, -119.115097, 3204.295929, 33.673882, -70.654165, 0.001636, 2.559276, 0.535638, -65.311753, 25061 
698, 378292, 32768, 504482.700000, 2017-Jun-16, 20:08:02.700, 35.175886, -119.115175, 3204.296555, 33.678722, -70.640095, 0.010716, 2.567672, 0.499486, -65.330348, 21641 
699, 378789, 32768, 504482.800000, 2017-Jun-16, 20:08:02.800, 35.175916, -119.115252, 3204.298065, 33.678993, -70.626896, 0.019370, 2.573487, 0.460194, -65.350274, 49087 
700, 379288, 32768, 504482.900000, 2017-Jun-16, 20:08:02.900, 35.175946, -119.115329, 3204.300110, 33.682198, -70.612146, 0.023464, 2.578057, 0.415553, -65.372926, 56789 
701, 379995, 32768, 504483.000000, 2017-Jun-16, 20:08:03.000, 35.175977, -119.115407, 3204.299454, 33.682024, -70.600746, 0.028431, 2.583545, 0.368173, -65.396416, 43112 
702, 380492, 32768, 504483.100000, 2017-Jun-16, 20:08:03.100, 35.176007, -119.115484, 3204.302933, 33.685652, -70.583931, 0.037017, 2.590370, 0.322908, -65.421835, 49014 
703, 380989, 32768, 504483.200000, 2017-Jun-16, 20:08:03.200, 35.176037, -119.115561, 3204.306915, 33.682775, -70.573334, 0.044114, 2.599633, 0.281081, -65.446459, 5705 
704, 381734, 32768, 504483.300000, 2017-Jun-16, 20:08:03.300, 35.176068, -119.115639, 3204.311768, 33.679222, -70.562662, 0.053258, 2.607571, 0.245398, -65.469565, 14765 
705, 382232, 32768, 504483.400000, 2017-Jun-16, 20:08:03.400, 35.176098, -119.115716, 3204.317856, 33.676750, -70.551828, 0.068561, 2.614591, 0.213915, -65.490990, 14577 
706, 382729, 32768, 504483.500000, 2017-Jun-16, 20:08:03.500, 35.176128, -119.115794, 3204.325439, 33.671759, -70.539696, 0.081187, 2.614948, 0.182664, -65.510586, 11789 
707, 383226, 32768, 504483.600000, 2017-Jun-16, 20:08:03.600, 35.176159, -119.115871, 3204.333832, 33.665203, -70.530790, 0.087104, 2.610526, 0.157161, -65.530084, 20364 
708, 383723, 32768, 504483.700000, 2017-Jun-16, 20:08:03.700, 35.176189, -119.115948, 3204.342896, 33.659578, -70.519402, 0.095164, 2.608516, 0.129256, -65.547422, 56874 
709, 384221, 32768, 504483.800000, 2017-Jun-16, 20:08:03.800, 35.176219, -119.116026, 3204.352524, 33.652477, -70.509291, 0.098905, 2.608168, 0.098625, -65.564967, 57823 
710, 384719, 32768, 504483.900000, 2017-Jun-16, 20:08:03.900, 35.176250, -119.116103, 3204.362793, 33.644205, -70.499140, 0.107991, 2.605920, 0.067054, -65.580374, 58271 
711, 385426, 32768, 504484.000000, 2017-Jun-16, 20:08:04.000, 35.176280, -119.116181, 3204.289093, 33.638548, -70.488817, 0.110180, 2.603520, 0.035919, -65.595526, 869 
712, 385924, 32768, 504484.100000, 2017-Jun-16, 20:08:04.100, 35.176311, -119.116258, 3204.299500, 33.636295, -70.482183, 0.104787, 2.604049, 0.010890, -65.609138, 24265 
713, 386422, 32768, 504484.200000, 2017-Jun-16, 20:08:04.200, 35.176341, -119.116335, 3204.310394, 33.629230, -70.471758, 0.112551, 2.604357, -0.024326, -65.623288, 22316 
714, 387166, 32768, 504484.300000, 2017-Jun-16, 20:08:04.300, 35.176371, -119.116412, 3204.321945, 33.616814, -70.464420, 0.119704, 2.602460, -0.051792, -65.633220, 53905 
715, 387665, 32768, 504484.400000, 2017-Jun-16, 20:08:04.400, 35.176401, -119.116490, 3204.333710, 33.606548, -70.453354, 0.115318, 2.598426, -0.072959, -65.640647, 17807 
716, 388162, 32768, 504484.500000, 2017-Jun-16, 20:08:04.500, 35.176432, -119.116567, 3204.344772, 33.597227, -70.445187, 0.109399, 2.597537, -0.089610, -65.645898, 3553 
717, 388660, 32768, 504484.600000, 2017-Jun-16, 20:08:04.600, 35.176462, -119.116644, 3204.355759, 33.585957, -70.436443, 0.110686, 2.602751, -0.104686, -65.649250, 57882 
718, 389157, 32768, 504484.700000, 2017-Jun-16, 20:08:04.700, 35.176492, -119.116722, 3204.366837, 33.577723, -70.426245, 0.113166, 2.603095, -0.116364, -65.651685, 42126 
719, 389654, 32768, 504484.800000, 2017-Jun-16, 20:08:04.800, 35.176522, -119.116799, 3204.378265, 33.563358, -70.420336, 0.114138, 2.603476, -0.131855, -65.655046, 41931 
720, 390153, 32768, 504484.900000, 2017-Jun-16, 20:08:04.900, 35.176553, -119.116876, 3204.389954, 33.556208, -70.410414, 0.118897, 2.600798, -0.151080, -65.660444, 50040 
721, 390858, 32768, 504485.000000, 2017-Jun-16, 20:08:05.000, 35.176583, -119.116953, 3204.276260, 33.544069, -70.404037, 0.122382, 2.599644, -0.171392, -65.666711, 26561 
722, 391355, 32768, 504485.100000, 2017-Jun-16, 20:08:05.100, 35.176613, -119.117030, 3204.286484, 33.512699, -70.389191, 0.100936, 2.592658, -0.185654, -65.671963, 54471 
723, 391852, 32768, 504485.200000, 2017-Jun-16, 20:08:05.200, 35.176643, -119.117107, 3204.296463, 33.502384, -70.380648, 0.098598, 2.586823, -0.181602, -65.674752, 12546 
724, 392598, 32768, 504485.300000, 2017-Jun-16, 20:08:05.300, 35.176673, -119.117184, 3204.306091, 33.491728, -70.372633, 0.096690, 2.587143, -0.165426, -65.677285, 12575 
725, 393098, 32768, 504485.400000, 2017-Jun-16, 20:08:05.400, 35.176704, -119.117262, 3204.315765, 33.485106, -70.361742, 0.097867, 2.584960, -0.135049, -65.680073, 51731 
726, 393596, 32768, 504485.500000, 2017-Jun-16, 20:08:05.500, 35.176734, -119.117339, 3204.325134, 33.475958, -70.352430, 0.090516, 2.578200, -0.090807, -65.685060, 32792 
727, 394094, 32768, 504485.600000, 2017-Jun-16, 20:08:05.600, 35.176764, -119.117416, 3204.333740, 33.466858, -70.344246, 0.080727, 2.570613, -0.046347, -65.693838, 8279 
728, 394592, 32768, 504485.700000, 2017-Jun-16, 20:08:05.700, 35.176794, -119.117493, 3204.341537, 33.461300, -70.331005, 0.073484, 2.568494, -0.009253, -65.707849, 45506 
729, 395090, 32768, 504485.800000, 2017-Jun-16, 20:08:05.800, 35.176824, -119.117570, 3204.348358, 33.450687, -70.323683, 0.063930, 2.569306, 0.019622, -65.724954, 14047 
730, 395589, 32768, 504485.900000, 2017-Jun-16, 20:08:05.900, 35.176854, -119.117648, 3204.354538, 33.443031, -70.314610, 0.059896, 2.575167, 0.044741, -65.742865, 20909 
731, 396297, 32768, 504486.000000, 2017-Jun-16, 20:08:06.000, 35.176884, -119.117724, 3204.311172, 33.433374, -70.306660, 0.056960, 2.582167, 0.067164, -65.759033, 33058 
732, 396794, 32768, 504486.100000, 2017-Jun-16, 20:08:06.100, 35.176914, -119.117802, 3204.316422, 33.408157, -70.297455, 0.053307, 2.588712, 0.090231, -65.772180, 34611 
733, 397292, 32768, 504486.200000, 2017-Jun-16, 20:08:06.200, 35.176944, -119.117879, 3204.321350, 33.400368, -70.287918, 0.046885, 2.587014, 0.116154, -65.782693, 38209 
734, 398036, 32768, 504486.300000, 2017-Jun-16, 20:08:06.300, 35.176974, -119.117956, 3204.325760, 33.390247, -70.280035, 0.041081, 2.590988, 0.140958, -65.791815, 43504 
735, 398534, 32768, 504486.400000, 2017-Jun-16, 20:08:06.400, 35.177004, -119.118033, 3204.329620, 33.379858, -70.272711, 0.037723, 2.594231, 0.162122, -65.798071, 63405 
736, 399031, 32768, 504486.500000, 2017-Jun-16, 20:08:06.500, 35.177034, -119.118110, 3204.333664, 33.369808, -70.265305, 0.042395, 2.594929, 0.185858, -65.798558, 61963 
737, 399528, 32768, 504486.600000, 2017-Jun-16, 20:08:06.600, 35.177064, -119.118187, 3204.338150, 33.360876, -70.256620, 0.048977, 2.596308, 0.202232, -65.794909, 16295 
738, 400025, 32768, 504486.700000, 2017-Jun-16, 20:08:06.700, 35.177094, -119.118264, 3204.343246, 33.353458, -70.246439, 0.053163, 2.593524, 0.213187, -65.788246, 47653 
739, 400522, 32768, 504486.800000, 2017-Jun-16, 20:08:06.800, 35.177124, -119.118341, 3204.348709, 33.348867, -70.233732, 0.057238, 2.586377, 0.218111, -65.780503, 48028 
740, 401021, 32768, 504486.900000, 2017-Jun-16, 20:08:06.900, 35.177154, -119.118418, 3204.354385, 33.346220, -70.220770, 0.055806, 2.577012, 0.228585, -65.774647, 38082 
741, 401727, 32768, 504487.000000, 2017-Jun-16, 20:08:07.000, 35.177184, -119.118495, 3204.357117, 33.343805, -70.208988, 0.047009, 2.571700, 0.233553, -65.772153, 37712 
742, 402226, 32768, 504487.100000, 2017-Jun-16, 20:08:07.100, 35.177214, -119.118572, 3204.361984, 33.343742, -70.197552, 0.046628, 2.570891, 0.243162, -65.775108, 36146 
743, 402724, 32768, 504487.200000, 2017-Jun-16, 20:08:07.200, 35.177244, -119.118649, 3204.366440, 33.339775, -70.186350, 0.042378, 2.571985, 0.254830, -65.778837, 13994 
744, 403469, 32768, 504487.300000, 2017-Jun-16, 20:08:07.300, 35.177274, -119.118726, 3204.370331, 33.334736, -70.175106, 0.034974, 2.572880, 0.274862, -65.782022, 27828 
745, 403969, 32768, 504487.400000, 2017-Jun-16, 20:08:07.400, 35.177305, -119.118803, 3204.373581, 33.331758, -70.161779, 0.029452, 2.575099, 0.293336, 78.535982, 34001 
746, 404467, 32768, 504487.500000, 2017-Jun-16, 20:08:07.500, 35.177335, -119.118880, 3204.376175, 33.328102, -70.151741, 0.024886, 2.577697, 0.308493, -65.793350, 5350 
747, 404965, 32768, 504487.600000, 2017-Jun-16, 20:08:07.600, 35.177365, -119.118957, 3204.378525, 33.322704, -70.141411, 0.023592, 2.582689, 0.314261, -65.799690, 37011 
748, 405462, 32768, 504487.700000, 2017-Jun-16, 20:08:07.700, 35.177395, 105.523975, -31646.540359, 338.360846, 479.193850, 5.338008, -56.864033, 78.937154, 73.073931, 48593 
749, 405960, 32768, 504487.800000, 2017-Jun-16, 20:08:07.800, 35.177425, -119.119111, 3204.382202, 33.314306, -70.121288, 0.011248, 2.598584, 0.286428, -65.818781, 3542 
750, 406460, 32768, 504487.900000, 2017-Jun-16, 20:08:07.900, 35.177455, -119.119188, 3204.383224, 33.307714, -70.112963, 0.009634, 2.611552, 0.273334, -65.824616, 34663 
751, 407165, 32768, 504488.000000, 2017-Jun-16, 20:08:08.000, 35.177485, -119.119265, 3204.344940, 33.301136, -70.105520, 0.014599, 2.627658, 0.268218, -65.824323, 48036 
752, 407662, 32768, 504488.100000, 2017-Jun-16, 20:08:08.100, 35.177515, -119.119342, 3204.346893, 33.290876, -70.094810, 0.026393, 2.640132, 0.266620, -65.819621, 59002 
753, 408160, 32768, 504488.200000, 2017-Jun-16, 20:08:08.200, 35.177545, -119.119419, 3204.350189, 33.283991, -70.088169, 0.037246, 2.644573, 0.266226, -65.809280, 22583 
754, 408904, 32768, 504488.300000, 2017-Jun-16, 20:08:08.300, 35.177575, -119.119496, 3204.354431, 33.273605, -70.080482, 0.044379, 2.645181, 0.264208, -65.791922, 45971 
755, 409402, 32768, 504488.400000, 2017-Jun-16, 20:08:08.400, 35.177605, -119.119572, 3204.358841, 33.259995, -70.074215, 0.046062, 2.638946, 0.256696, -65.762977, 33939 
756, 409899, 32768, 504488.500000, 2017-Jun-16, 20:08:08.500, 35.177635, -119.119649, 3204.363663, 33.248621, -70.064186, 0.050562, 2.627352, 0.244693, -65.720309, 22711 
757, 410397, 32768, 504488.600000, 2017-Jun-16, 20:08:08.600, 35.177664, -119.119726, 3204.368713, 33.235456, -70.057867, 0.050689, 2.610156, 0.234759, -65.661539, 13303 
758, 410894, 32768, 504488.700000, 2017-Jun-16, 20:08:08.700, 35.177694, -119.119803, 3204.373642, 33.228037, -70.047903, 0.047623, 2.592980, 0.233307, -65.589461, 58368 
759, 411392, 32768, 504488.800000, 2017-Jun-16, 20:08:08.800, 35.177724, -119.119880, 3204.378143, 33.218750, -70.039198, 0.040589, 2.576342, 0.239916, -65.507015, 23114 
760, 411891, 32768, 504488.900000, 2017-Jun-16, 20:08:08.900, 35.177754, -119.119957, 3204.381577, 33.211355, -70.027813, 0.028230, 2.559080, 0.256141, -65.414812, 27980 
761, 412597, 32768, 504489.000000, 2017-Jun-16, 20:08:09.000, 35.177784, -119.120033, 3204.357330, 33.207491, -70.019230, 0.018970, 2.546045, 0.280815, -65.315525, 53022 
762, 413094, 32768, 504489.100000, 2017-Jun-16, 20:08:09.100, 35.177814, -119.120110, 3204.358932, 33.210991, -70.003378, 0.011487, 2.536594, 0.312840, -65.208568, 15982 
763, 413591, 32768, 504489.200000, 2017-Jun-16, 20:08:09.200, 35.177844, -119.120187, 3204.359512, 33.209929, -69.992512, -0.000488, 2.527764, 0.341256, -65.098877, 12099 
